report_date,warehouse_location,client_group,product_group,quantity,unit_price,total_price,payment_method
2022-07-08,North,Wholesale,Miscellaneous,28,15.02,420.61,bank_transfer
2022-07-08,West,Retail,Breaking system,3,15.96,47.87,credit_card
2022-07-08,Central,Wholesale,Suspension & traction,36,30.96,1114.74,bank_transfer
2022-07-08,North,Retail,Electrical system,2,26.34,52.68,credit_card
2022-07-08,North,Retail,Frame & body,5,43.77,218.85,credit_card
2022-07-08,North,Retail,Breaking system,2,22.95,45.89,credit_card
2022-07-08,Central,Retail,Suspension & traction,1,29.24,29.24,credit_card
2022-07-09,Central,Retail,Miscellaneous,6,21.13,126.77,cash
2022-07-09,North,Retail,Suspension & traction,8,35.57,284.56,credit_card
2022-07-09,Central,Retail,Frame & body,7,39.09,273.65,credit_card
2022-07-09,North,Retail,Suspension & traction,5,29.72,148.6,credit_card
2022-07-09,Central,Retail,Electrical system,5,22.42,112.08,credit_card
2022-07-09,North,Wholesale,Electrical system,28,28.16,788.34,bank_transfer
2022-07-09,Central,Retail,Suspension & traction,2,31.72,63.43,credit_card
2022-07-09,North,Retail,Electrical system,2,26.63,53.26,credit_card
2022-07-09,North,Retail,Breaking system,4,24.11,96.45,credit_card
2022-07-09,Central,Wholesale,Frame & body,28,38.27,1071.51,bank_transfer
2022-07-09,West,Retail,Electrical system,7,21.61,151.28,credit_card
2022-07-10,Central,Retail,Suspension & traction,7,31.79,222.52,credit_card
2022-07-10,North,Wholesale,Frame & body,28,49.73,1392.53,bank_transfer
2022-07-10,North,Retail,Electrical system,4,24.61,98.45,credit_card
2022-07-10,Central,Wholesale,Engine,36,60.73,2186.16,bank_transfer
2022-07-10,West,Wholesale,Breaking system,16,24.04,384.69,bank_transfer
2022-07-10,West,Retail,Miscellaneous,7,22.51,157.55,credit_card
2022-07-10,Central,Wholesale,Electrical system,12,18.43,221.18,bank_transfer
2022-07-10,Central,Wholesale,Engine,4,56.5,226.01,bank_transfer
2022-07-10,Central,Retail,Electrical system,4,23.58,94.33,credit_card
2022-07-10,Central,Retail,Suspension & traction,4,32.7,130.81,credit_card
2022-07-10,West,Retail,Electrical system,6,21.77,130.61,credit_card
2022-07-10,Central,Retail,Frame & body,4,49.62,198.49,credit_card
2022-07-11,Central,Wholesale,Breaking system,16,14.72,235.47,bank_transfer
2022-07-11,Central,Retail,Frame & body,2,45.48,90.96,credit_card
2022-07-11,North,Retail,Breaking system,5,17.38,86.89,credit_card
2022-07-11,North,Retail,Miscellaneous,7,20.96,146.76,credit_card
2022-07-11,Central,Retail,Suspension & traction,8,35.65,285.21,cash
2022-07-11,North,Retail,Electrical system,10,19.31,193.12,credit_card
2022-07-11,West,Retail,Breaking system,8,10.36,82.92,credit_card
2022-07-11,Central,Retail,Breaking system,2,14.12,28.23,credit_card
2022-07-11,Central,Retail,Engine,10,53.02,530.18,credit_card
2022-07-11,West,Retail,Breaking system,1,17.75,17.75,credit_card
2022-07-12,North,Wholesale,Breaking system,8,12.25,97.97,bank_transfer
2022-07-12,Central,Retail,Frame & body,1,40.48,40.48,cash
2022-07-12,Central,Retail,Suspension & traction,4,30.91,123.65,credit_card
2022-07-12,North,Wholesale,Frame & body,36,49.58,1784.88,bank_transfer
2022-07-12,Central,Wholesale,Breaking system,28,17.45,488.74,bank_transfer
2022-07-12,North,Retail,Electrical system,7,33.26,232.81,credit_card
2022-07-12,Central,Retail,Suspension & traction,6,36.68,220.11,credit_card
2022-07-12,Central,Wholesale,Frame & body,24,39.2,940.88,bank_transfer
2022-07-12,West,Retail,Suspension & traction,7,29.64,207.49,credit_card
2022-07-12,Central,Retail,Electrical system,9,25.22,226.98,credit_card
2022-07-12,Central,Retail,Breaking system,10,18.27,182.68,credit_card
2022-07-12,Central,Retail,Miscellaneous,8,22.2,177.61,credit_card
2022-07-12,Central,Retail,Breaking system,4,12.05,48.21,credit_card
2022-07-12,Central,Retail,Suspension & traction,9,28.6,257.37,credit_card
2022-07-12,North,Retail,Electrical system,3,19.28,57.84,credit_card
2022-07-12,West,Retail,Electrical system,5,31.32,156.59,credit_card
2022-07-12,Central,Retail,Engine,10,63.76,637.63,credit_card
2022-07-12,West,Retail,Breaking system,10,21.26,212.6,credit_card
2022-07-13,Central,Wholesale,Frame & body,32,48.42,1549.49,bank_transfer
2022-07-13,Central,Retail,Electrical system,4,26.25,104.99,credit_card
2022-07-13,Central,Retail,Electrical system,1,32.13,32.13,cash
2022-07-13,North,Retail,Electrical system,9,20.82,187.34,cash
2022-07-13,North,Retail,Engine,2,66.1,132.19,credit_card
2022-07-13,North,Wholesale,Breaking system,40,11.61,464.4,bank_transfer
2022-07-13,Central,Retail,Suspension & traction,8,35.88,287.01,credit_card
2022-07-13,Central,Wholesale,Frame & body,12,49.47,593.6,bank_transfer
2022-07-13,Central,Retail,Breaking system,2,12.86,25.73,credit_card
2022-07-13,Central,Retail,Suspension & traction,9,27.26,245.38,credit_card
2022-07-13,Central,Retail,Engine,8,51.79,414.33,credit_card
2022-07-13,Central,Retail,Suspension & traction,2,30.53,61.07,credit_card
2022-07-14,Central,Retail,Frame & body,10,39.06,390.62,credit_card
2022-07-14,Central,Retail,Miscellaneous,9,27.97,251.7,credit_card
2022-07-14,West,Retail,Breaking system,4,24.54,98.17,credit_card
2022-07-14,North,Retail,Frame & body,8,45.42,363.33,credit_card
2022-07-14,North,Retail,Miscellaneous,5,23.94,119.68,cash
2022-07-14,Central,Retail,Frame & body,1,45.83,45.83,credit_card
2022-07-14,Central,Retail,Suspension & traction,4,40.94,163.76,credit_card
2022-07-14,North,Retail,Suspension & traction,4,28.96,115.83,credit_card
2022-07-14,West,Wholesale,Electrical system,8,19.23,153.83,bank_transfer
2022-07-15,West,Retail,Miscellaneous,1,17.1,17.1,credit_card
2022-07-15,Central,Retail,Frame & body,6,42.42,254.51,credit_card
2022-07-15,North,Retail,Suspension & traction,4,37.91,151.65,credit_card
2022-07-15,Central,Wholesale,Breaking system,40,14.2,567.93,bank_transfer
2022-07-15,North,Wholesale,Frame & body,40,46.15,1846.13,bank_transfer
2022-07-15,Central,Retail,Suspension & traction,9,26.88,241.92,credit_card
2022-07-16,West,Retail,Suspension & traction,10,29.76,297.55,credit_card
2022-07-16,West,Wholesale,Breaking system,4,23.66,94.65,bank_transfer
2022-07-16,Central,Retail,Suspension & traction,3,32.35,97.06,credit_card
2022-07-16,Central,Wholesale,Breaking system,4,16.91,67.65,bank_transfer
2022-07-16,North,Retail,Frame & body,5,38.88,194.38,credit_card
2022-07-16,Central,Retail,Suspension & traction,3,41.62,124.85,credit_card
2022-07-16,North,Retail,Electrical system,4,25.2,100.79,credit_card
2022-07-17,North,Wholesale,Miscellaneous,8,27.22,217.79,bank_transfer
2022-07-17,North,Retail,Breaking system,9,21.07,189.6,credit_card
2022-07-17,Central,Retail,Breaking system,8,12.57,100.56,credit_card
2022-07-17,Central,Wholesale,Suspension & traction,32,39.76,1272.27,bank_transfer
2022-07-17,North,Retail,Breaking system,1,10.92,10.92,credit_card
2022-07-17,Central,Retail,Electrical system,1,24.37,24.37,credit_card
2022-07-17,West,Retail,Breaking system,10,22.1,221.05,credit_card
2022-07-17,West,Retail,Frame & body,9,49.87,448.86,credit_card
2022-07-17,North,Retail,Suspension & traction,4,28.88,115.53,credit_card
2022-07-17,North,Retail,Electrical system,9,29.18,262.59,credit_card
2022-07-17,Central,Wholesale,Suspension & traction,16,31.47,503.49,bank_transfer
2022-07-17,West,Retail,Electrical system,4,27.69,110.76,credit_card
2022-07-17,Central,Retail,Electrical system,7,21.72,152.07,credit_card
2022-07-17,West,Retail,Suspension & traction,4,37.59,150.35,credit_card
2022-07-17,Central,Retail,Electrical system,2,21.1,42.2,cash
2022-07-17,North,Retail,Suspension & traction,5,30.45,152.26,credit_card
2022-07-18,West,Retail,Suspension & traction,6,38.86,233.17,credit_card
2022-07-18,Central,Retail,Frame & body,8,45.99,367.89,credit_card
2022-07-18,Central,Retail,Breaking system,2,24.88,49.75,credit_card
2022-07-18,North,Retail,Frame & body,9,39.79,358.08,credit_card
2022-07-18,West,Retail,Frame & body,5,37.54,187.71,credit_card
2022-07-18,North,Wholesale,Electrical system,24,29.08,698.04,bank_transfer
2022-07-18,Central,Retail,Breaking system,3,11.81,35.44,credit_card
2022-07-18,North,Wholesale,Breaking system,4,23.6,94.41,bank_transfer
2022-07-18,West,Wholesale,Breaking system,40,20.16,806.6,bank_transfer
2022-07-18,Central,Retail,Suspension & traction,5,40.39,201.97,credit_card
2022-07-18,Central,Retail,Miscellaneous,3,26.65,79.96,credit_card
2022-07-18,North,Retail,Miscellaneous,2,20.54,41.08,credit_card
2022-07-18,Central,Retail,Breaking system,1,13.94,13.94,credit_card
2022-07-18,North,Retail,Suspension & traction,9,40.66,365.94,cash
2022-07-18,North,Retail,Frame & body,10,40.67,406.7,cash
2022-07-19,North,Wholesale,Suspension & traction,36,30.64,1103.04,bank_transfer
2022-07-19,West,Retail,Breaking system,6,17.88,107.29,credit_card
2022-07-19,North,Retail,Suspension & traction,8,40.0,320.03,credit_card
2022-07-19,North,Retail,Suspension & traction,3,29.41,88.24,credit_card
2022-07-19,North,Retail,Electrical system,5,21.41,107.04,credit_card
2022-07-19,Central,Wholesale,Frame & body,16,41.58,665.31,bank_transfer
2022-07-20,Central,Retail,Breaking system,4,11.31,45.25,cash
2022-07-20,North,Retail,Frame & body,6,43.69,262.13,credit_card
2022-07-20,Central,Wholesale,Frame & body,32,48.07,1538.29,bank_transfer
2022-07-20,North,Retail,Breaking system,5,17.76,88.8,credit_card
2022-07-20,North,Retail,Suspension & traction,8,33.76,270.12,cash
2022-07-20,North,Retail,Suspension & traction,1,28.05,28.05,credit_card
2022-07-20,North,Retail,Electrical system,1,32.52,32.52,credit_card
2022-07-20,Central,Retail,Frame & body,6,39.5,237.02,credit_card
2022-07-20,North,Retail,Suspension & traction,8,33.49,267.91,credit_card
2022-07-20,North,Retail,Frame & body,5,47.65,238.26,credit_card
2022-07-21,North,Retail,Breaking system,3,17.12,51.38,credit_card
2022-07-21,West,Retail,Suspension & traction,7,38.53,269.73,credit_card
2022-07-21,Central,Retail,Breaking system,4,23.59,94.36,credit_card
2022-07-21,North,Retail,Suspension & traction,1,29.22,29.22,cash
2022-07-21,North,Retail,Electrical system,10,28.91,289.12,credit_card
2022-07-21,West,Retail,Breaking system,7,19.57,136.96,cash
2022-07-21,North,Retail,Breaking system,4,14.52,58.1,credit_card
2022-07-21,North,Retail,Miscellaneous,6,25.65,153.88,credit_card
2022-07-21,Central,Retail,Engine,8,59.15,473.23,cash
2022-07-21,North,Wholesale,Frame & body,40,35.92,1436.67,bank_transfer
2022-07-21,West,Retail,Suspension & traction,7,34.27,239.88,credit_card
2022-07-22,Central,Wholesale,Frame & body,20,35.78,715.67,bank_transfer
2022-07-22,North,Retail,Suspension & traction,4,35.99,143.96,credit_card
2022-07-22,Central,Retail,Breaking system,6,18.12,108.75,credit_card
2022-07-22,Central,Retail,Electrical system,10,27.49,274.92,credit_card
2022-07-22,Central,Retail,Frame & body,5,37.46,187.31,credit_card
2022-07-22,Central,Retail,Breaking system,9,14.0,125.97,cash
2022-07-22,Central,Retail,Suspension & traction,6,41.65,249.92,cash
2022-07-22,North,Retail,Suspension & traction,2,36.72,73.44,credit_card
2022-07-22,Central,Wholesale,Suspension & traction,16,38.06,609.01,bank_transfer
2022-07-22,Central,Retail,Electrical system,5,30.48,152.4,credit_card
2022-07-22,West,Retail,Suspension & traction,1,37.48,37.48,credit_card
2022-07-23,West,Retail,Electrical system,7,30.9,216.29,credit_card
2022-07-23,Central,Retail,Frame & body,2,48.88,97.77,credit_card
2022-07-23,North,Retail,Electrical system,7,19.89,139.21,credit_card
2022-07-23,Central,Retail,Breaking system,5,21.09,105.43,credit_card
2022-07-23,North,Retail,Electrical system,3,19.3,57.9,credit_card
2022-07-23,North,Wholesale,Electrical system,16,22.73,363.63,bank_transfer
2022-07-23,Central,Retail,Electrical system,4,25.48,101.93,credit_card
2022-07-23,North,Retail,Breaking system,4,17.57,70.26,cash
2022-07-23,West,Retail,Miscellaneous,6,19.9,119.43,credit_card
2022-07-24,West,Retail,Suspension & traction,2,39.04,78.08,cash
2022-07-24,Central,Wholesale,Frame & body,4,39.85,159.41,bank_transfer
2022-07-24,Central,Retail,Electrical system,2,23.95,47.9,cash
2022-07-24,North,Wholesale,Electrical system,20,21.29,425.77,bank_transfer
2022-07-24,Central,Wholesale,Suspension & traction,36,27.05,973.74,bank_transfer
2022-07-24,North,Wholesale,Electrical system,20,18.45,368.97,bank_transfer
2022-07-24,West,Retail,Miscellaneous,9,16.05,144.46,credit_card
2022-07-24,North,Wholesale,Breaking system,12,15.21,182.56,bank_transfer
2022-07-24,West,Retail,Breaking system,1,16.45,16.45,credit_card
2022-07-24,North,Wholesale,Suspension & traction,28,37.03,1036.93,bank_transfer
2022-07-24,North,Retail,Electrical system,4,27.38,109.51,credit_card
2022-07-24,North,Retail,Breaking system,1,17.06,17.06,credit_card
2022-07-24,Central,Retail,Electrical system,3,24.28,72.86,cash
2022-07-25,North,Retail,Breaking system,3,17.06,51.17,credit_card
2022-07-25,Central,Retail,Frame & body,6,48.9,293.39,credit_card
2022-07-25,Central,Retail,Miscellaneous,3,18.72,56.16,credit_card
2022-07-25,Central,Wholesale,Electrical system,8,25.95,207.56,bank_transfer
2022-07-25,North,Wholesale,Suspension & traction,8,32.39,259.12,bank_transfer
2022-07-25,North,Wholesale,Miscellaneous,28,21.56,603.77,bank_transfer
2022-07-25,North,Retail,Breaking system,2,21.59,43.18,credit_card
2022-07-25,Central,Wholesale,Breaking system,12,13.19,158.3,bank_transfer
2022-07-25,West,Retail,Breaking system,9,24.97,224.73,credit_card
2022-07-25,North,Retail,Engine,8,55.41,443.28,cash
2022-07-26,North,Retail,Miscellaneous,6,23.04,138.26,cash
2022-07-26,North,Retail,Breaking system,7,20.24,141.7,cash
2022-07-26,North,Retail,Suspension & traction,7,29.34,205.36,credit_card
2022-07-26,Central,Retail,Breaking system,3,13.4,40.18,credit_card
2022-07-26,North,Retail,Miscellaneous,3,25.28,75.84,cash
2022-07-26,North,Wholesale,Breaking system,20,16.89,337.8,bank_transfer
2022-07-26,Central,Retail,Electrical system,3,24.61,73.82,credit_card
2022-07-26,North,Retail,Electrical system,7,18.35,128.43,credit_card
2022-07-26,Central,Retail,Miscellaneous,3,19.77,59.3,credit_card
2022-07-26,West,Retail,Breaking system,4,16.63,66.53,cash
2022-07-27,Central,Wholesale,Engine,20,60.22,1204.3,bank_transfer
2022-07-27,Central,Retail,Electrical system,7,28.63,200.4,cash
2022-07-27,North,Wholesale,Suspension & traction,12,37.07,444.84,bank_transfer
2022-07-27,Central,Retail,Electrical system,10,30.39,303.9,cash
2022-07-27,North,Retail,Electrical system,10,28.56,285.63,credit_card
2022-07-27,West,Retail,Electrical system,4,21.47,85.89,credit_card
2022-07-27,Central,Retail,Engine,5,59.14,295.72,credit_card
2022-07-27,Central,Retail,Engine,10,64.64,646.45,credit_card
2022-07-28,North,Retail,Frame & body,7,40.04,280.27,credit_card
2022-07-28,West,Wholesale,Miscellaneous,32,25.42,813.44,bank_transfer
2022-07-28,Central,Wholesale,Miscellaneous,8,28.9,231.2,bank_transfer
2022-07-28,Central,Wholesale,Electrical system,32,28.76,920.37,bank_transfer
2022-07-28,West,Retail,Electrical system,6,28.37,170.21,credit_card
2022-07-28,North,Retail,Suspension & traction,6,30.74,184.42,credit_card
2022-07-28,Central,Retail,Electrical system,9,32.87,295.83,credit_card
2022-07-28,West,Wholesale,Breaking system,32,10.03,320.96,bank_transfer
2022-07-28,West,Wholesale,Electrical system,12,32.8,393.64,bank_transfer
2022-07-28,North,Retail,Frame & body,5,48.25,241.23,cash
2022-07-28,North,Wholesale,Electrical system,20,27.41,548.13,bank_transfer
